mileage,make,model,fuel,gear,offerType,price,hp,year,encoded_make,encoded_model,encoded_fuel,encoded_gear,encoded_offerType,encoded_year
235000,BMW,316,Diesel,Manual,Used,6800,116.0,2011,8,33,2,1,4,0
92800,Volkswagen,Golf,Gasoline,Manual,Used,6877,122.0,2011,72,396,7,1,4,0
149300,SEAT,Exeo,Gasoline,Manual,Used,6900,160.0,2011,63,323,7,1,4,0
96200,Renault,Megane,Gasoline,Manual,Used,6950,110.0,2011,61,508,7,1,4,0
156000,Peugeot,308,Gasoline,Manual,Used,6950,156.0,2011,56,32,7,1,4,0
147000,Toyota,Auris,Electric/Gasoline,Automatic,Used,6950,99.0,2011,70,134,5,0,4,0
91894,Renault,Scenic,Diesel,Manual,Used,6970,131.0,2011,61,678,2,1,4,0
127500,Opel,Zafira,Gasoline,Manual,Used,6972,116.0,2011,54,818,7,1,4,0
115000,Mazda,3,Gasoline,Automatic,Used,6980,150.0,2011,47,26,7,0,4,0
104,Ford,Transit,Diesel,Manual,Used,6990,86.0,2011,29,740,2,1,4,0
59580,Opel,Meriva,Diesel,Automatic,Used,6990,101.0,2011,54,509,2,0,4,0
84000,Volkswagen,Golf,Gasoline,Manual,Used,6990,105.0,2011,72,396,7,1,4,0
427000,Mercedes-Benz,E 250,Diesel,Automatic,Used,6990,204.0,2011,49,299,2,0,4,0
109000,Chevrolet,Orlando,Gasoline,Manual,Used,6990,141.0,2011,14,550,7,1,4,0
194020,Audi,A4,Diesel,Manual,Used,6999,120.0,2011,7,104,2,1,4,0
72000,Volkswagen,Polo,Gasoline,Manual,Used,6999,60.0,2011,72,566,7,1,4,0
190000,Renault,Espace,Diesel,Manual,Used,6999,150.0,2011,61,321,2,1,4,0
190000,Renault,Grand Espace,Diesel,Manual,Used,6999,150.0,2011,61,410,2,1,4,0
85700,Fiat,Sedici,Diesel,Manual,Used,6999,135.0,2011,28,681,2,1,4,0
82000,Opel,Corsa,Gasoline,Manual,Used,7000,101.0,2011,54,274,7,1,4,0
44800,Kia,Picanto,Gasoline,Automatic,Used,7850,86.0,2012,37,563,7,0,4,1
81970,Volkswagen,Golf,Gasoline,Manual,Used,7850,105.0,2012,72,396,7,1,4,1
24000,Dacia,Duster,Gasoline,Manual,Used,7900,105.0,2012,22,296,7,1,4,1
193333,Volkswagen,Cross Touran,Diesel,Manual,Used,7900,105.0,2012,72,277,2,1,4,1
113000,Volkswagen,Beetle,Gasoline,Manual,Used,7900,105.0,2012,72,157,7,1,4,1
117000,Volkswagen,Golf Cabriolet,Gasoline,Manual,Used,7949,105.0,2012,72,397,7,1,4,1
299900,BMW,118,Diesel,Manual,Used,7950,143.0,2012,8,4,2,1,4,1
104250,Opel,Astra,Gasoline,Manual,Used,7950,140.0,2012,54,132,7,1,4,1
151250,Peugeot,308,Diesel,Manual,Used,7950,163.0,2012,56,32,2,1,4,1
133500,BMW,118,Diesel,Manual,Used,7980,143.0,2012,8,4,2,1,4,1
105000,Opel,Astra,Gasoline,Manual,Used,7980,179.0,2012,54,132,7,1,4,1
114164,Ford,Focus,Gasoline,Manual,Used,7990,125.0,2012,29,338,7,1,4,1
128000,MINI,One D Countryman,Diesel,Manual,Used,7990,90.0,2012,44,548,2,1,4,1
150000,BMW,118,Diesel,Manual,Used,7999,143.0,2012,8,4,2,1,4,1
160000,MINI,Cooper Clubman,Gasoline,Manual,Used,7999,122.0,2012,44,249,7,1,4,1
165000,Mercedes-Benz,B 180,Diesel,Manual,Used,8000,109.0,2012,49,145,2,1,4,1
51200,Renault,Scenic,Gasoline,Manual,Used,8000,131.0,2012,61,678,7,1,4,1
107000,Opel,Insignia,Diesel,Manual,Used,8000,160.0,2012,54,434,2,1,4,1
130000,MINI,One,Gasoline,Manual,Used,8000,98.0,2012,44,542,7,1,4,1
214000,BMW,320,Diesel,Automatic,Used,8199,184.0,2012,8,35,2,0,4,1
73760,Opel,Zafira,Gasoline,Manual,Used,8990,140.0,2013,54,818,7,1,4,2
113000,Volkswagen,Beetle,Gasoline,Manual,Used,8990,160.0,2013,72,157,7,1,4,2
108803,Hyundai,iX35,Diesel,Manual,Used,8990,116.0,2013,31,839,2,1,4,2
7400,Opel,Adam,Gasoline,Manual,Used,8990,101.0,2013,54,116,7,1,4,2
239211,BMW,520,Diesel,Automatic,Used,8990,184.0,2013,8,62,2,0,4,2
86980,Ford,B-Max,Gasoline,Manual,Used,8995,120.0,2013,29,149,7,1,4,2
98000,Volkswagen,Golf Variant,Diesel,Automatic,Used,8999,105.0,2013,72,402,2,0,4,2
98988,Ford,Transit,Diesel,Manual,Used,8999,101.0,2013,29,740,2,1,4,2
41124,Opel,Adam,Gasoline,Manual,Used,8999,101.0,2013,54,116,7,1,4,2
170000,Volkswagen,Touran,Diesel,Manual,Used,8999,140.0,2013,72,733,2,1,4,2
240000,Kia,Optima,Gasoline,Automatic,Used,9000,150.0,2013,37,549,7,0,4,2
80500,BMW,114,Gasoline,Manual,Used,9000,102.0,2013,8,2,7,1,4,2
195327,Ford,Galaxy,Diesel,Manual,Used,9000,140.0,2013,29,388,2,1,4,2
143316,Volkswagen,Touran,Gasoline,Automatic,Used,9000,140.0,2013,72,733,7,0,4,2
98100,SEAT,Leon,Gasoline,Manual,Used,9100,122.0,2013,63,475,7,1,4,2
113000,Audi,A1,Gasoline,Manual,Used,9100,86.0,2013,7,101,7,1,4,2
94000,Volkswagen,Golf Variant,Diesel,Manual,Used,9200,105.0,2013,72,402,2,1,4,2
68700,Chevrolet,Trax,Gasoline,Manual,Used,9290,140.0,2013,14,747,7,1,4,2
169500,Toyota,Verso,Diesel,Manual,Used,9300,126.0,2013,70,770,2,1,4,2
77000,Volkswagen,Golf Plus,Gasoline,Automatic,Used,9300,122.0,2013,72,400,7,0,4,2
45600,Ford,Fiesta,Gasoline,Manual,Used,8990,80.0,2014,29,334,7,1,4,3
230000,Opel,Vivaro,Diesel,Manual,Used,8990,140.0,2014,54,777,2,1,4,3
99756,Volkswagen,Polo,Gasoline,Manual,Used,8990,105.0,2014,72,566,7,1,4,3
84600,Toyota,Yaris,Electric/Gasoline,Automatic,Used,8990,143.0,2014,70,811,5,0,4,3
73000,Hyundai,iX20,Gasoline,Manual,Used,8990,125.0,2014,31,837,7,1,4,3
133180,Volkswagen,Golf Variant,Diesel,Manual,Used,8990,105.0,2014,72,402,2,1,4,3
22700,Volkswagen,up!,Gasoline,Manual,Used,8990,60.0,2014,72,840,7,1,4,3
53000,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,8999,105.0,2014,64,615,7,1,4,3
149786,BMW,116,Gasoline,Manual,Used,8999,136.0,2014,8,3,7,1,4,3
197500,Volkswagen,Passat Variant,Diesel,Manual,Used,8999,140.0,2014,72,560,2,1,4,3
57000,Kia,Ceed / cee'd,Gasoline,Manual,Used,9000,99.0,2014,37,230,7,1,4,3
53286,Skoda,Fabia,Gasoline,Manual,Used,9100,86.0,2014,64,333,7,1,4,3
84721,Toyota,Yaris,Gasoline,Automatic,Used,9200,101.0,2014,70,811,7,0,4,3
111000,Audi,A1,Gasoline,Manual,Used,9200,122.0,2014,7,101,7,1,4,3
87500,SEAT,Ibiza,Diesel,Manual,Used,9290,105.0,2014,63,430,2,1,4,3
55000,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9300,105.0,2014,64,615,7,1,4,3
77000,Volkswagen,Polo,Gasoline,Manual,Used,9300,90.0,2014,72,566,7,1,4,3
166000,Volkswagen,Golf Variant,Diesel,Automatic,Used,9400,105.0,2014,72,402,2,0,4,3
55000,Ford,C-Max,Gasoline,Manual,Used,9450,101.0,2014,29,176,7,1,4,3
140000,Volkswagen,Golf Variant,Diesel,Automatic,Used,9990,110.0,2015,72,402,2,0,4,4
160000,Ford,Focus,Diesel,Automatic,Used,9999,120.0,2015,29,338,2,0,4,4
240000,Audi,A4,Diesel,Manual,Used,9999,190.0,2015,7,104,2,1,4,4
28238,Opel,Meriva,Gasoline,Manual,Used,10190,140.0,2015,54,509,7,1,4,4
114327,Opel,Insignia,Diesel,Automatic,Used,10200,131.0,2015,54,434,2,0,4,4
352000,Peugeot,Boxer,Diesel,Manual,Used,10298,150.0,2015,56,162,2,1,4,4
80575,Volkswagen,Polo,Diesel,Manual,Used,10299,105.0,2015,72,566,2,1,4,4
79987,Ford,B-Max,Gasoline,Automatic,Used,10444,105.0,2015,29,149,7,0,4,4
166554,Skoda,Superb,Diesel,Manual,Used,10490,170.0,2015,64,696,2,1,4,4
47295,Ford,C-Max,Gasoline,Manual,Used,10490,101.0,2015,29,176,7,1,4,4
90000,Opel,Insignia,Diesel,Manual,Used,10499,170.0,2015,54,434,2,1,4,4
76800,Citroen,C4 Cactus,Gasoline,Manual,Used,10580,110.0,2015,16,186,7,1,4,4
60000,Peugeot,208,Gasoline,Manual,Used,10750,110.0,2015,56,16,7,1,4,4
9500,Hyundai,iX20,Gasoline,Manual,Used,10750,125.0,2015,31,837,7,1,4,4
248000,Infiniti,Q70,Diesel,Automatic,Used,10900,170.0,2015,32,590,2,0,4,4
118000,Volkswagen,Golf,Diesel,Manual,Used,10950,150.0,2015,72,396,2,1,4,4
87000,Volkswagen,Golf,Gasoline,Manual,Used,10950,110.0,2015,72,396,7,1,4,4
137000,BMW,316,Diesel,Manual,Used,10950,116.0,2015,8,33,2,1,4,4
29000,Suzuki,Swift,Gasoline,Manual,Used,8990,94.0,2016,67,699,7,1,4,5
198000,Volkswagen,Passat Variant,Diesel,Manual,Used,8999,120.0,2016,72,560,2,1,4,5
192000,SsangYong,Korando,Diesel,Manual,Used,8999,178.0,2016,65,462,2,1,4,5
15000,Dacia,Sandero,Gasoline,Manual,Used,9000,90.0,2016,22,675,7,1,4,5
57800,Mazda,2,Gasoline,Manual,Used,9250,90.0,2016,47,12,7,1,4,5
86900,Ford,B-Max,Gasoline,Manual,Used,9380,101.0,2016,29,149,7,1,4,5
56617,Volkswagen,up!,Gasoline,Manual,Used,9440,90.0,2016,72,840,7,1,4,5
70604,Toyota,Yaris,Gasoline,Manual,Used,9490,69.0,2016,70,811,7,1,4,5
68656,Toyota,Yaris,Gasoline,Manual,Used,9490,69.0,2016,70,811,7,1,4,5
64783,Toyota,Yaris,Gasoline,Manual,Used,9490,69.0,2016,70,811,7,1,4,5
146148,Opel,Astra,Diesel,Manual,Used,9495,136.0,2016,54,132,2,1,4,5
106300,Opel,Astra,Diesel,Manual,Used,9499,160.0,2016,54,132,2,1,4,5
179200,Volkswagen,Passat Variant,Diesel,Manual,Used,9499,120.0,2016,72,560,2,1,4,5
63000,Opel,Adam,Gasoline,Manual,Used,9500,87.0,2016,54,116,7,1,4,5
154494,Peugeot,308,Diesel,Manual,Used,9500,120.0,2016,56,32,2,1,4,5
72500,Suzuki,Swift,Gasoline,Manual,Used,9650,136.0,2016,67,699,7,1,4,5
93300,Opel,Astra,Diesel,Manual,Used,9680,110.0,2016,54,132,2,1,4,5
96999,Opel,Astra,Diesel,Manual,Used,9690,136.0,2016,54,132,2,1,4,5
39990,Kia,Ceed / cee'd,Gasoline,Manual,Used,9690,101.0,2016,37,230,7,1,4,5
66106,Audi,A4,Gasoline,Automatic,Used,20990,150.0,2017,7,104,7,0,4,6
68000,Kia,Sorento,Diesel,Automatic,Used,27928,200.0,2017,37,686,2,0,4,6
67000,Mercedes-Benz,GLC 220,Diesel,Automatic,Used,34900,170.0,2017,49,363,2,0,4,6
55000,Audi,A6,Gasoline,Automatic,Used,34905,252.0,2017,7,107,7,0,4,6
32100,Mercedes-Benz,E 400,Gasoline,Automatic,Used,37931,333.0,2017,49,302,7,0,4,6
74000,smart,forTwo,Gasoline,Manual,Used,5555,71.0,2017,75,828,7,1,4,6
31500,SEAT,Mii,Gasoline,Manual,Used,5780,60.0,2017,63,511,7,1,4,6
62490,SEAT,Mii,Gasoline,Manual,Used,6390,60.0,2017,63,511,7,1,4,6
100870,Volkswagen,up!,Gasoline,Manual,Used,6445,60.0,2017,72,840,7,1,4,6
35450,Skoda,Citigo,Gasoline,Manual,Used,6445,60.0,2017,64,238,7,1,4,6
65635,Volkswagen,up!,Gasoline,Manual,Used,6490,60.0,2017,72,840,7,1,4,6
83000,Toyota,Aygo,Gasoline,Manual,Used,6500,69.0,2017,70,143,7,1,4,6
35000,Dacia,Sandero,Gasoline,Manual,Used,6700,90.0,2017,22,675,7,1,4,6
35093,Volkswagen,up!,Gasoline,Manual,Used,6750,60.0,2017,72,840,7,1,4,6
66000,Fiat,Punto,Gasoline,Manual,Used,6799,69.0,2017,28,580,7,1,4,6
61000,Hyundai,i10,Gasoline,Manual,Used,6900,67.0,2017,31,829,7,1,4,6
118759,Ford,Fiesta,Diesel,Manual,Used,6990,95.0,2017,29,334,2,1,4,6
31500,smart,forFour,Gasoline,Manual,Used,6999,71.0,2017,75,827,7,1,4,6
77403,Ford,Fiesta,Diesel,Manual,Used,7090,75.0,2017,29,334,2,1,4,6
66990,Audi,A6 allroad,Diesel,Automatic,Used,31880,272.0,2018,7,108,2,0,4,7
73500,Audi,A4 allroad,Diesel,Automatic,Used,31980,163.0,2018,7,105,2,0,4,7
59990,Audi,A4,Diesel,Automatic,Used,32940,218.0,2018,7,104,2,0,4,7
79300,Mercedes-Benz,GLC 250,Diesel,Automatic,Used,34775,204.0,2018,49,364,2,0,4,7
46300,Audi,Q2,Diesel,Automatic,Used,34890,190.0,2018,7,583,2,0,4,7
54496,Audi,A6,Diesel,Automatic,Used,35480,231.0,2018,7,107,2,0,4,7
51878,Volkswagen,Tiguan,Diesel,Automatic,Used,35490,239.0,2018,72,728,2,0,4,7
13400,Cupra,Ateca,Gasoline,Automatic,Demonstration,35990,300.0,2018,18,133,7,0,0,7
85200,Volkswagen,Amarok,Diesel,Automatic,Used,37700,224.0,2018,72,124,2,0,4,7
49900,Audi,A6 allroad,Diesel,Automatic,Used,37950,320.0,2018,7,108,2,0,4,7
39580,Audi,Q5,Diesel,Automatic,Used,39444,190.0,2018,7,586,2,0,4,7
49394,Audi,Q5,Diesel,Automatic,Used,42480,190.0,2018,7,586,2,0,4,7
81750,Audi,SQ5,Gasoline,Automatic,Used,42675,354.0,2018,7,670,7,0,4,7
68900,Audi,Q5,Diesel,Automatic,Used,43900,286.0,2018,7,586,2,0,4,7
72500,Audi,SQ5,Gasoline,Automatic,Used,44450,354.0,2018,7,670,7,0,4,7
109590,Audi,Q7,Diesel,Automatic,Used,44850,272.0,2018,7,589,2,0,4,7
28650,BMW,M2,Gasoline,Automatic,Used,44980,370.0,2018,8,483,7,0,4,7
93390,Audi,A6,Diesel,Automatic,Used,44984,286.0,2018,7,107,2,0,4,7
60188,Volvo,XC90,Diesel,Automatic,Used,45990,235.0,2018,73,800,2,0,4,7
52070,BMW,X3,Diesel,Automatic,Used,46890,265.0,2018,8,787,2,0,4,7
13710,Ford,Focus,Gasoline,Automatic,Used,26480,150.0,2019,29,338,7,0,4,8
27949,Audi,A4,Diesel,Automatic,Used,26880,150.0,2019,7,104,2,0,4,8
22500,Ford,Focus,Gasoline,Automatic,Demonstration,26880,150.0,2019,29,338,7,0,0,8
57501,BMW,X2,Diesel,Automatic,Used,26970,190.0,2019,8,785,2,0,4,8
34450,Volkswagen,Tiguan,Diesel,Automatic,Used,26980,150.0,2019,72,728,2,0,4,8
35950,Volkswagen,T-Roc,Diesel,Automatic,Used,27440,150.0,2019,72,701,2,0,4,8
12178,Audi,A4,Gasoline,Manual,Used,27440,150.0,2019,7,104,7,1,4,8
41365,Volkswagen,Passat Variant,Diesel,Automatic,Used,27490,190.0,2019,72,560,2,0,4,8
31900,Mercedes-Benz,Vito,Diesel,Automatic,Used,27600,163.0,2019,49,776,2,0,4,8
45700,Audi,A4,Diesel,Automatic,Used,27980,150.0,2019,7,104,2,0,4,8
9243,SEAT,Ateca,Gasoline,Automatic,Used,28250,150.0,2019,63,133,7,0,4,8
8650,Ford,Kuga,Diesel,Automatic,Employee's car,28980,179.0,2019,29,463,2,0,1,8
17615,Skoda,Karoq,Gasoline,Automatic,Demonstration,28990,150.0,2019,64,456,7,0,0,8
4016,Mercedes-Benz,GLA 250,Gasoline,Automatic,Used,29111,211.0,2019,49,356,7,0,4,8
9290,Ford,Kuga,Diesel,Automatic,Employee's car,29980,179.0,2019,29,463,2,0,1,8
8650,Ford,Kuga,Diesel,Automatic,Employee's car,29980,179.0,2019,29,463,2,0,1,8
22900,SEAT,Alhambra,Gasoline,Automatic,Used,29990,150.0,2019,63,119,7,0,4,8
2955,Audi,A4,Diesel,Automatic,Used,29994,150.0,2019,7,104,2,0,4,8
1060,Ford,Transit,Diesel,Manual,Used,30452,131.0,2019,29,740,2,1,4,8
27500,BMW,320,Diesel,Automatic,Used,30675,190.0,2019,8,35,2,0,4,8
23490,Audi,A6,Electric/Gasoline,Automatic,Used,59440,367.0,2020,7,107,5,0,4,9
19000,Audi,Q5,Electric/Gasoline,Automatic,Demonstration,59850,367.0,2020,7,586,5,0,0,9
31420,Audi,RS Q3,Gasoline,Automatic,Used,59985,400.0,2020,7,605,7,0,4,9
23402,Audi,TT RS,Gasoline,Automatic,Used,64885,400.0,2020,7,719,7,0,4,9
3850,Jaguar,F-Type,Gasoline,Automatic,Used,64900,381.0,2020,35,329,7,0,4,9
11650,Audi,TT RS,Gasoline,Automatic,Used,65890,400.0,2020,7,719,7,0,4,9
11100,Porsche,Macan,Gasoline,Automatic,Used,65900,245.0,2020,59,498,7,0,4,9
25300,Volkswagen,Touareg,Diesel,Automatic,Used,66740,286.0,2020,72,732,2,0,4,9
23490,Audi,SQ5,Diesel,Automatic,Used,66790,347.0,2020,7,670,2,0,4,9
999,Audi,A7,Electric/Gasoline,Automatic,Used,66890,367.0,2020,7,109,5,0,4,9
22500,Audi,SQ5,Diesel,Automatic,Demonstration,67840,347.0,2020,7,670,2,0,0,9
8200,Audi,A7,Diesel,Automatic,Used,69890,286.0,2020,7,109,2,0,4,9
11700,Audi,RS Q3,Gasoline,Automatic,Used,69890,400.0,2020,7,605,7,0,4,9
18150,Audi,S5,Diesel,Automatic,Demonstration,69980,347.0,2020,7,652,2,0,0,9
19950,Volkswagen,T6 California,Diesel,Automatic,Used,70980,150.0,2020,72,710,2,0,4,9
16800,Audi,Q7,Diesel,Automatic,Used,81890,286.0,2020,7,589,2,0,4,9
41100,Audi,Q8,Diesel,Automatic,Used,81890,286.0,2020,7,591,2,0,4,9
29150,Audi,Q8,Gasoline,Automatic,Used,81890,340.0,2020,7,591,7,0,4,9
28400,Audi,Q8,Diesel,Automatic,Used,83890,286.0,2020,7,591,2,0,4,9
100,Fiat,Panda,Gasoline,Manual,Pre-registered,10600,69.0,2021,28,555,7,1,3,10
15,Fiat,Panda,Electric/Gasoline,Manual,Pre-registered,10680,69.0,2021,28,555,5,1,3,10
20,Toyota,Aygo,Gasoline,Manual,Pre-registered,10823,72.0,2021,70,143,7,1,3,10
15,Fiat,Panda,Electric/Gasoline,Manual,Pre-registered,10980,69.0,2021,28,555,5,1,3,10
15,Fiat,Panda,Electric/Gasoline,Manual,Pre-registered,10980,69.0,2021,28,555,5,1,3,10
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,10997,72.0,2021,70,143,7,1,3,10
9,Toyota,Aygo,Gasoline,Manual,Pre-registered,11490,72.0,2021,70,143,7,1,3,10
9,Toyota,Aygo,Gasoline,Manual,Pre-registered,11490,72.0,2021,70,143,7,1,3,10
9,Toyota,Aygo,Gasoline,Manual,Pre-registered,11490,72.0,2021,70,143,7,1,3,10
100,Hyundai,i10,Gasoline,Manual,Pre-registered,11499,67.0,2021,31,829,7,1,3,10
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11790,72.0,2021,70,143,7,1,3,10
10,Kia,Picanto,Gasoline,Manual,Pre-registered,11950,84.0,2021,37,563,7,1,3,10
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72.0,2021,70,143,7,1,3,10
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72.0,2021,70,143,7,1,3,10
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72.0,2021,70,143,7,1,3,10
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72.0,2021,70,143,7,1,3,10
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72.0,2021,70,143,7,1,3,10
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72.0,2021,70,143,7,1,3,10
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72.0,2021,70,143,7,1,3,10
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72.0,2021,70,143,7,1,3,10
132500,Volkswagen,Golf,Gasoline,Automatic,Used,7800,122.0,2011,72,396,7,0,4,0
132500,Volkswagen,Golf,Gasoline,Automatic,Used,7800,122.0,2011,72,396,7,0,4,0
69019,Peugeot,508,Gasoline,Manual,Used,7850,156.0,2011,56,60,7,1,4,0
123600,Ford,Focus,Gasoline,Manual,Used,7885,150.0,2011,29,338,7,1,4,0
95963,Opel,Astra,Gasoline,Manual,Used,7900,120.0,2011,54,132,7,1,4,0
71908,Nissan,Qashqai,Gasoline,Manual,Used,7900,117.0,2011,53,592,7,1,4,0
93510,Kia,Ceed / cee'd,Gasoline,Manual,Used,7900,90.0,2011,37,230,7,1,4,0
131322,Volkswagen,Passat Variant,Gasoline,Manual,Used,7900,122.0,2011,72,560,7,1,4,0
228000,Volkswagen,Passat Variant,Diesel,Manual,Used,7900,170.0,2011,72,560,2,1,4,0
61999,Honda,Civic,Gasoline,Manual,Used,7949,99.0,2011,30,240,7,1,4,0
87216,Volkswagen,Golf,Gasoline,Manual,Used,7970,122.0,2011,72,396,7,1,4,0
120600,Ford,Focus,Gasoline,Manual,Used,7970,150.0,2011,29,338,7,1,4,0
119850,Volkswagen,Polo,Gasoline,Automatic,Used,7990,86.0,2011,72,566,7,0,4,0
154500,Volkswagen,Passat Variant,Gasoline,Manual,Used,7990,160.0,2011,72,560,7,1,4,0
92800,Renault,Megane,Gasoline,Manual,Used,7990,131.0,2011,61,508,7,1,4,0
118210,Volkswagen,Golf,Gasoline,Manual,Used,7990,160.0,2011,72,396,7,1,4,0
86000,Opel,Zafira,Gasoline,Manual,Used,7998,116.0,2011,54,818,7,1,4,0
24170,Toyota,Auris,Gasoline,Automatic,Used,7999,132.0,2011,70,134,7,0,4,0
188758,Volkswagen,Passat Variant,Diesel,Manual,Used,7999,140.0,2011,72,560,2,1,4,0
107001,Volkswagen,Passat,Gasoline,Manual,Used,7999,122.0,2011,72,557,7,1,4,0
81179,Ford,C-Max,Gasoline,Manual,Used,7900,105.0,2012,29,176,7,1,4,1
98669,Toyota,Yaris,Electric/Gasoline,Automatic,Used,7900,75.0,2012,70,811,5,0,4,1
86747,Skoda,Fabia,Gasoline,Manual,Used,7900,86.0,2012,64,333,7,1,4,1
147500,Skoda,Superb,Diesel,Manual,Used,7900,140.0,2012,64,696,2,1,4,1
140000,Toyota,Avensis,Diesel,Manual,Used,7950,124.0,2012,70,140,2,1,4,1
89400,Volkswagen,Golf Plus,Gasoline,Manual,Used,7980,122.0,2012,72,400,7,1,4,1
100000,Skoda,Octavia,Gasoline,Manual,Used,7980,122.0,2012,64,540,7,1,4,1
14300,Opel,Corsa,Gasoline,Automatic,Used,7990,101.0,2012,54,274,7,0,4,1
102000,Opel,Astra,Gasoline,Manual,Used,7990,179.0,2012,54,132,7,1,4,1
93850,Renault,Grand Scenic,Diesel,Manual,Used,7990,110.0,2012,61,413,2,1,4,1
98600,SEAT,Altea,Gasoline,Automatic,Used,7990,160.0,2012,63,121,7,0,4,1
123000,Ford,Mondeo,Gasoline,Manual,Used,7990,160.0,2012,29,520,7,1,4,1
70600,Toyota,Yaris,Gasoline,Automatic,Used,7990,99.0,2012,70,811,7,0,4,1
35300,Kia,Ceed / cee'd,Gasoline,Manual,Used,7990,99.0,2012,37,230,7,1,4,1
128000,Volkswagen,Passat,Gasoline,Manual,Used,7990,122.0,2012,72,557,7,1,4,1
91000,Volkswagen,Jetta,Gasoline,Manual,Used,7990,105.0,2012,72,438,7,1,4,1
100000,Hyundai,i40,Gasoline,Manual,Used,7999,135.0,2012,31,833,7,1,4,1
105531,Toyota,Auris,Gasoline,Automatic,Used,7999,99.0,2012,70,134,7,0,4,1
110405,Volkswagen,Passat Variant,Gasoline,Manual,Used,7999,122.0,2012,72,560,7,1,4,1
261000,BMW,320,Diesel,Automatic,Used,8000,184.0,2012,8,35,2,0,4,1
82822,Toyota,Yaris,Electric/Gasoline,Automatic,Used,8500,75.0,2013,70,811,5,0,4,2
35000,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,8500,105.0,2013,64,615,7,1,4,2
148000,Citroen,Grand C4 Picasso,Diesel,Automatic,Used,8500,150.0,2013,16,406,2,0,4,2
44700,Opel,Adam,Gasoline,Manual,Used,8500,69.0,2013,54,116,7,1,4,2
77820,Mazda,3,Gasoline,Manual,Used,8550,105.0,2013,47,26,7,1,4,2
31000,Ford,Focus,Gasoline,Manual,Used,8679,125.0,2013,29,338,7,1,4,2
46000,Volkswagen,Polo,Gasoline,Manual,Used,8699,69.0,2013,72,566,7,1,4,2
50000,Ford,B-Max,Gasoline,Manual,Used,8699,101.0,2013,29,149,7,1,4,2
75800,Peugeot,2008,Gasoline,Manual,Used,8700,82.0,2013,56,13,7,1,4,2
122450,Suzuki,SX4,Diesel,Manual,Used,8700,135.0,2013,67,673,2,1,4,2
54689,Opel,Astra,Gasoline,Manual,Used,8740,140.0,2013,54,132,7,1,4,2
98000,Honda,Civic,Gasoline,Manual,Used,8790,99.0,2013,30,240,7,1,4,2
55135,Honda,Jazz,Gasoline,Manual,Used,8800,99.0,2013,30,437,7,1,4,2
53998,Hyundai,i20,Gasoline,Manual,Used,8880,86.0,2013,31,830,7,1,4,2
76796,Peugeot,2008,Gasoline,Manual,Used,8885,120.0,2013,56,13,7,1,4,2
84000,Skoda,Yeti,Diesel,Manual,Used,8888,110.0,2013,64,812,2,1,4,2
48795,Skoda,Roomster,Gasoline,Automatic,Used,8899,105.0,2013,64,629,7,0,4,2
85320,Opel,Astra,Gasoline,Manual,Used,8900,140.0,2013,54,132,7,1,4,2
118070,Toyota,Yaris,Electric/Gasoline,Automatic,Used,8900,75.0,2013,70,811,5,0,4,2
59100,Kia,Venga,Gasoline,Manual,Used,8900,90.0,2013,37,769,7,1,4,2
85183,Opel,Astra,Gasoline,Manual,Used,8898,140.0,2014,54,132,7,1,4,3
53795,Volkswagen,up!,Gasoline,Manual,Used,8900,60.0,2014,72,840,7,1,4,3
74450,Citroen,DS3,Gasoline,Manual,Used,8900,156.0,2014,16,285,7,1,4,3
167000,Volkswagen,Golf,Diesel,Manual,Used,8950,110.0,2014,72,396,2,1,4,3
182150,Volkswagen,Golf,Gasoline,Manual,Used,8980,140.0,2014,72,396,7,1,4,3
68067,Peugeot,308,Gasoline,Manual,Used,8985,125.0,2014,56,32,7,1,4,3
49252,Ford,Focus,Gasoline,Manual,Used,8990,125.0,2014,29,338,7,1,4,3
124800,Opel,Meriva,Gasoline,Automatic,Used,8990,140.0,2014,54,509,7,0,4,3
91784,Ford,B-Max,Gasoline,Manual,Used,8990,101.0,2014,29,149,7,1,4,3
82500,Renault,Captur,Diesel,Manual,Used,8990,90.0,2014,61,224,2,1,4,3
98000,Hyundai,i40,Gasoline,Manual,Used,8990,135.0,2014,31,833,7,1,4,3
34100,Kia,Picanto,Gasoline,Automatic,Used,8990,86.0,2014,37,563,7,0,4,3
120500,Honda,Civic,-/- (Fuel),Manual,Used,8990,141.0,2014,30,240,0,1,4,3
27241,Renault,Megane,Diesel,Manual,Used,8990,110.0,2014,61,508,2,1,4,3
90173,Ford,Focus,Gasoline,Manual,Used,8990,101.0,2014,29,338,7,1,4,3
